,lokasi,harga,kamar,luas_bangunan,luas_lahan,longitude,latitude
2698,Sampangan,1500000000.0,6,140,240,110.391791,-7.011075099999999
2699,Pudakpayung,289000000.0,2,36,64,110.4096871,-7.094523
2701,Tembalang,1350000000.0,3,140,150,110.45952907126915,-7.04583375
2702,Semarang,265000000.0,2,38,72,110.4229104,-6.9903987999999995
2704,Candi,3250000000.0,4,270,170,110.42878359999999,-7.009822099999999
2705,Ngaliyan,590000000.0,2,45,120,110.32811600554784,-6.99605755
2706,Gayamsari,850000000.0,3,120,135,110.44646192711384,-6.9777875
2707,Pedurungan,1300000000.0,3,120,236,110.47735690000002,-7.0176717
2708,Semarang,7500000000.0,1,194,194,110.4229104,-6.9903987999999995
2709,Semarang,650000000.0,3,100,105,110.4229104,-6.9903987999999995
2710,Gayamsari,700000000.0,3,90,103,110.44646192711384,-6.9777875
2711,Pekunden,1300000000.0,3,92,92,110.4195953,-6.986975
2716,Semarang,1500000000.0,4,167,167,110.4229104,-6.9903987999999995
2718,Semarang,750000000.0,3,80,123,110.4229104,-6.9903987999999995
2719,Tembalang,1136023000.0,3,69,72,110.45952907126915,-7.04583375
2721,Tembalang,2705630000.0,4,182,199,110.45952907126915,-7.04583375
2722,Ngaliyan,2500000000.0,5,200,170,110.32811600554784,-6.99605755
2723,Tembalang,900000000.0,3,67,120,110.45952907126915,-7.04583375
2724,Semarang,299000000.0,2,36,64,110.4229104,-6.9903987999999995
2725,Semarang,525000000.0,3,100,132,110.4229104,-6.9903987999999995
2728,Sambiroto,889000000.0,5,190,96,110.45565500000001,-7.0324677
2729,Tlogomulyo,449996396.0,2,71,84,110.48109050000001,-6.9942871
2730,Semarang,928000000.0,4,90,125,110.4229104,-6.9903987999999995
2731,Banyumanik,900000000.0,3,70,90,110.42012735052951,-7.06802325
2732,Semarang,900000000.0,3,220,220,110.4229104,-6.9903987999999995
2733,Semarang,900000000.0,3,130,170,110.4229104,-6.9903987999999995
2734,Banyumanik,1400000000.0,3,120,140,110.42012735052951,-7.06802325
2735,Tembalang,500000000.0,2,50,75,110.45952907126915,-7.04583375
2736,Pedurungan,598800000.0,3,63,72,110.4738378,-7.0027211
2737,Ngaliyan,650000000.0,2,70,105,110.32811600554784,-6.99605755
2738,Pedurungan,196000000.0,2,30,50,110.4738378,-7.0027211
2739,Semarang,440000000.0,2,45,78,110.4229104,-6.9903987999999995
2744,Jangli,2400000000.0,6,210,227,110.43926040000001,-7.0304178
2745,Meteseh,550000000.0,2,50,96,110.46683,-7.0627334
2749,Ngaliyan,575000000.0,2,45,120,110.32811600554784,-6.99605755
2750,Ngaliyan,680000000.0,2,68,120,110.32811600554784,-6.99605755
2751,Ngaliyan,700000000.0,2,100,120,110.32811600554784,-6.99605755
2752,Ngaliyan,375000000.0,2,66,66,110.32811600554784,-6.99605755
2753,Sambiroto,1800000000.0,4,120,179,110.45565500000001,-7.0324677
2754,Semarang,800000000.0,2,100,211,110.4229104,-6.9903987999999995
2755,Semarang,1450000000.0,2,115,120,110.4229104,-6.9903987999999995
2756,Semarang,1700000000.0,3,200,200,110.4229104,-6.9903987999999995
2758,Semarang,450000000.0,3,86,86,110.4229104,-6.9903987999999995
2759,Sendangmulyo,2500000000.0,3,300,245,110.4749403,-7.0405218
2763,Semarang,1600000000.0,3,110,110,110.4229104,-6.9903987999999995
2764,Semarang,700000000.0,4,110,110,110.4229104,-6.9903987999999995
2765,Semarang,3500000000.0,4,325,200,110.4229104,-6.9903987999999995
2766,Tlogosari,620000000.0,3,96,96,110.4706497,-6.9874018
2767,Semarang,4000000000.0,4,199,180,110.4229104,-6.9903987999999995
2768,Semarang,1250000000.0,3,120,121,110.4229104,-6.9903987999999995
2770,Ngaliyan,350000000.0,2,55,60,110.32811600554784,-6.99605755
2771,Tlogosari,1850000000.0,4,180,211,110.4706497,-6.9874018
2772,Pedurungan,700000000.0,3,90,80,110.4738378,-7.0027211
2773,Pedurungan,150000000.0,2,30,60,110.47735690000002,-7.0176717
2774,Semarang,990000000.0,5,200,140,110.4229104,-6.9903987999999995
2775,Panggung,850000000.0,2,120,120,110.4050445,-6.958015299999999
2776,Puri,950000000.0,3,135,135,110.38619879999999,-6.970017299999999
2778,Majapahit,715000000.0,3,60,134,110.4495412,-7.0027481
2779,Banyumanik,1000000000.0,5,300,168,110.42012735052951,-7.06802325
2782,Semarang,675000000.0,2,45,90,110.4229104,-6.9903987999999995
2786,Lamper,3500000000.0,5,340,200,110.4442827,-7.006344400000001
2788,Gajahmungkur,675000000.0,2,45,90,110.41821085,-7.016690199999998
2789,Manyaran,1000000000.0,3,100,72,110.3854405,-7.0027694
2790,Semarang,300000000.0,2,36,72,110.4229104,-6.9903987999999995
2793,Semarang,650000000.0,2,96,120,110.4229104,-6.9903987999999995
2795,Pedurungan,561000000.0,2,48,138,110.4738378,-7.0027211
2797,Manyaran,700000000.0,2,45,116,110.3854405,-7.0027694
2798,Banyumanik,375500000.0,2,37,81,110.42012735052951,-7.06802325
2799,Banyumanik,420000000.0,2,40,80,110.42012735052951,-7.06802325
2800,Sambiroto,1000000000.0,4,70,120,110.45565500000001,-7.0324677
2801,Semarang,575000000.0,2,50,130,110.4229104,-6.9903987999999995
2802,Sambiroto,679000000.0,2,42,72,110.45565500000001,-7.0324677
2803,Jatingaleh,780000000.0,2,45,101,110.423676,-7.0255334000000005
2804,Semarang,385000000.0,2,45,72,110.4229104,-6.9903987999999995
2805,Manyaran,960000000.0,2,200,90,110.3854405,-7.0027694
2806,Semarang,925000000.0,2,60,120,110.4229104,-6.9903987999999995
2808,Gedawang,1200000000.0,4,160,200,110.4267178,-7.084997
2809,Banyumanik,1700000000.0,3,100,120,110.42012735052951,-7.06802325
2810,Tembalang,1596887000.0,2,96,120,110.45952907126915,-7.04583375
2812,Semarang,2000000000.0,3,243,243,110.4229104,-6.9903987999999995
2814,Semarang,279000000.0,2,36,94,110.4229104,-6.9903987999999995
2816,Bangetayu,350000000.0,3,101,101,110.47184229999999,-6.974777799999999
2817,Banyumanik,550000000.0,2,70,100,110.42012735052951,-7.06802325
2818,Tembalang,168000000.0,2,32,60,110.45952907126915,-7.04583375
2819,Semarang,700000000.0,3,144,96,110.4229104,-6.9903987999999995
2823,Jangli,792000000.0,2,90,51,110.43926040000001,-7.0304178
2825,Manyaran,450000000.0,2,36,123,110.3854405,-7.0027694
2826,Tembalang,590000000.0,2,54,86,110.45952907126915,-7.04583375
2827,Sambiroto,570000000.0,2,54,86,110.45565500000001,-7.0324677
2828,Ngaliyan,1600000000.0,5,245,135,110.32811600554784,-6.99605755
2830,Ngemplak,1000000000.0,3,100,72,110.39130136522728,-7.0045617500000015
2831,Ngaliyan,1340000000.0,3,75,163,110.32811600554784,-6.99605755
2832,Jatingaleh,855000000.0,3,60,90,110.423676,-7.0255334000000005
2834,Krapyak,800000000.0,2,85,85,110.37030459999998,-6.983488900000001
2835,Ngaliyan,1675000000.0,5,200,175,110.32811600554784,-6.99605755
2836,Sampangan,2000000000.0,5,242,106,110.391791,-7.011075099999999
2838,Ngaliyan,860000000.0,4,165,120,110.32811600554784,-6.99605755
2840,Ngaliyan,750000000.0,4,200,130,110.32811600554784,-6.99605755
2841,Tembalang,725000000.0,2,100,117,110.45952907126915,-7.04583375
2842,Pedurungan,950000000.0,5,250,150,110.47735690000002,-7.0176717
2844,Ngaliyan,1575000000.0,5,200,175,110.32811600554784,-6.99605755
2845,Tembalang,3200000000.0,4,170,200,110.45952907126915,-7.04583375
2846,Manyaran,1850000000.0,4,210,195,110.3854405,-7.0027694
2847,Tembalang,1750000000.0,3,80,140,110.45952907126915,-7.04583375
2848,Bojong,1400000000.0,4,190,211,110.4016517,-6.983848399999999
2849,Tembalang,740000000.0,2,50,127,110.45952907126915,-7.04583375
2850,Manyaran,1130000000.0,3,90,110,110.3854405,-7.0027694
2855,Semarang,750000000.0,2,61,90,110.4229104,-6.9903987999999995
2859,Semarang,1000000000.0,3,150,180,110.4229104,-6.9903987999999995
2860,Manyaran,625000000.0,2,45,126,110.3854405,-7.0027694
2866,Tembalang,995000000.0,3,107,178,110.45952907126915,-7.04583375
2867,Tembalang,490000000.0,2,96,96,110.45952907126915,-7.04583375
2868,Tembalang,399000000.0,2,41,118,110.45952907126915,-7.04583375
2869,Sampangan,785000000.0,2,55,107,110.391791,-7.011075099999999
2872,Jangli,2700000000.0,3,180,160,110.43926040000001,-7.0304178
2873,Tembalang,599000000.0,3,150,75,110.45952907126915,-7.04583375
2875,Tembalang,276000000.0,2,38,70,110.45952907126915,-7.04583375
2876,Tembalang,1800000000.0,5,200,227,110.45952907126915,-7.04583375
2877,Semarang,886000000.0,2,48,120,110.4229104,-6.9903987999999995
2879,Palebon,320000000.0,3,80,60,110.4658513,-7.0043041
2881,Semarang,200000000.0,3,96,96,110.4229104,-6.9903987999999995
2883,Gayamsari,1200000000.0,2,70,161,110.44646192711384,-6.9777875
2884,Pekunden,2950000000.0,6,167,167,110.4195953,-6.986975
2885,Semarang,850000000.0,2,120,160,110.4229104,-6.9903987999999995
2886,Semarang,550000000.0,2,100,52,110.4229104,-6.9903987999999995
2889,Semarang,850000000.0,2,90,100,110.4229104,-6.9903987999999995
2891,Pedurungan,510000000.0,2,90,96,110.4738378,-7.0027211
2892,Gayamsari,453000000.0,2,81,81,110.44646192711384,-6.9777875
2893,Pedurungan,1200000000.0,4,192,192,110.4738378,-7.0027211
2894,Pedurungan,350000000.0,2,36,70,110.47735690000002,-7.0176717
2895,Pedurungan,500000000.0,2,80,117,110.4738378,-7.0027211
2896,Ngaliyan,1600000000.0,5,220,190,110.32811600554784,-6.99605755
2897,Ngaliyan,1251000000.0,2,70,120,110.32811600554784,-6.99605755
2898,Ngaliyan,375000000.0,2,45,120,110.32811600554784,-6.99605755
2899,Tembalang,150000000.0,2,27,60,110.45952907126915,-7.04583375
2901,Plamongansari,350000000.0,3,53,85,110.48603882799999,-7.0240899500000005
2903,Gunungpati,210000000.0,2,93,93,110.3545706,-7.092623700000001
2904,Gunungpati,275000000.0,2,45,120,110.3545706,-7.092623700000001
2907,Tembalang,1500000000.0,2,65,105,110.45952907126915,-7.04583375
2908,Tembalang,1490000000.0,3,80,90,110.45952907126915,-7.04583375
2909,Tembalang,740000000.0,2,50,127,110.45952907126915,-7.04583375
2910,Karangtempel,1800000000.0,3,150,96,110.43729009999998,-6.989969
2911,Semarang,650000000.0,4,181,181,110.4229104,-6.9903987999999995
2912,Semarang,900000000.0,2,65,81,110.4229104,-6.9903987999999995
2913,Banyumanik,650000000.0,2,54,90,110.42012735052951,-7.06802325
2914,Tembalang,925523775.0,3,60,84,110.45952907126915,-7.04583375
2915,Tlogomulyo,449999999.0,2,55,84,110.48109050000001,-6.9942871
2916,Tlogomulyo,245000000.0,2,32,67,110.48109050000001,-6.9942871
2918,Lamper,1800000000.0,4,175,205,110.4442827,-7.006344400000001
2919,Tembalang,1250000000.0,4,80,104,110.45952907126915,-7.04583375
2920,Tembalang,1000000000.0,3,120,180,110.45952907126915,-7.04583375
2921,Tembalang,675000000.0,2,52,96,110.45952907126915,-7.04583375
